,DayofYear,Date,Month,Year,Time(Hrs),Dst Index
149017,001,01,01,1992,00,-26.00
149018,001,01,01,1992,01,-19.00
149019,001,01,01,1992,02,-17.00
149020,001,01,01,1992,03,-19.00
149021,001,01,01,1992,04,-20.00
149022,001,01,01,1992,05,-24.00
149023,001,01,01,1992,06,-22.00
149024,001,01,01,1992,07,-23.00
149025,001,01,01,1992,08,-19.00
149026,001,01,01,1992,09,-15.00
149027,001,01,01,1992,10,-15.00
149028,001,01,01,1992,11,-13.00
149029,001,01,01,1992,12,-12.00
149030,001,01,01,1992,13,-18.00
149031,001,01,01,1992,14,-18.00
149032,001,01,01,1992,15,-16.00
149033,001,01,01,1992,16,-6.00
149034,001,01,01,1992,17,11.00
149035,001,01,01,1992,18,10.00
149036,001,01,01,1992,19,9.00
149037,001,01,01,1992,20,14.00
149038,001,01,01,1992,21,19.00
149039,001,01,01,1992,22,11.00
149040,001,01,01,1992,23,10.00
149041,002,02,01,1992,00,15.00
149042,002,02,01,1992,01,11.00
149043,002,02,01,1992,02,2.00
149044,002,02,01,1992,03,-2.00
149045,002,02,01,1992,04,3.00
149046,002,02,01,1992,05,-7.00
149047,002,02,01,1992,06,-23.00
149048,002,02,01,1992,07,-20.00
149049,002,02,01,1992,08,-13.00
149050,002,02,01,1992,09,-16.00
149051,002,02,01,1992,10,-19.00
149052,002,02,01,1992,11,-25.00
149053,002,02,01,1992,12,-11.00
149054,002,02,01,1992,13,-18.00
149055,002,02,01,1992,14,-25.00
149056,002,02,01,1992,15,-28.00
149057,002,02,01,1992,16,-25.00
149058,002,02,01,1992,17,-24.00
149059,002,02,01,1992,18,-26.00
149060,002,02,01,1992,19,-23.00
149061,002,02,01,1992,20,-19.00
149062,002,02,01,1992,21,-14.00
149063,002,02,01,1992,22,-13.00
149064,002,02,01,1992,23,-14.00
149065,003,03,01,1992,00,-17.00
149066,003,03,01,1992,01,-19.00
149067,003,03,01,1992,02,-21.00
149068,003,03,01,1992,03,-27.00
149069,003,03,01,1992,04,-27.00
149070,003,03,01,1992,05,-28.00
149071,003,03,01,1992,06,-25.00
149072,003,03,01,1992,07,-21.00
149073,003,03,01,1992,08,-16.00
149074,003,03,01,1992,09,-8.00
149075,003,03,01,1992,10,-10.00
149076,003,03,01,1992,11,-17.00
149077,003,03,01,1992,12,-21.00
149078,003,03,01,1992,13,-24.00
149079,003,03,01,1992,14,-35.00
149080,003,03,01,1992,15,-34.00
149081,003,03,01,1992,16,-27.00
149082,003,03,01,1992,17,-29.00
149083,003,03,01,1992,18,-32.00
149084,003,03,01,1992,19,-33.00
149085,003,03,01,1992,20,-33.00
149086,003,03,01,1992,21,-35.00
149087,003,03,01,1992,22,-44.00
149088,003,03,01,1992,23,-46.00
149089,004,04,01,1992,00,-32.00
149090,004,04,01,1992,01,-25.00
149091,004,04,01,1992,02,-22.00
149092,004,04,01,1992,03,-27.00
149093,004,04,01,1992,04,-34.00
149094,004,04,01,1992,05,-24.00
149095,004,04,01,1992,06,-28.00
149096,004,04,01,1992,07,-24.00
149097,004,04,01,1992,08,-22.00
149098,004,04,01,1992,09,-27.00
149099,004,04,01,1992,10,-30.00
149100,004,04,01,1992,11,-25.00
149101,004,04,01,1992,12,-25.00
149102,004,04,01,1992,13,-23.00
149103,004,04,01,1992,14,-21.00
149104,004,04,01,1992,15,-23.00
149105,004,04,01,1992,16,-25.00
149106,004,04,01,1992,17,-24.00
149107,004,04,01,1992,18,-26.00
149108,004,04,01,1992,19,-24.00
149109,004,04,01,1992,20,-15.00
149110,004,04,01,1992,21,-12.00
149111,004,04,01,1992,22,-18.00
149112,004,04,01,1992,23,-22.00
149113,005,05,01,1992,00,-20.00
149114,005,05,01,1992,01,-25.00
149115,005,05,01,1992,02,-24.00
149116,005,05,01,1992,03,-26.00
149117,005,05,01,1992,04,-30.00
149118,005,05,01,1992,05,-25.00
149119,005,05,01,1992,06,-20.00
149120,005,05,01,1992,07,-18.00
149121,005,05,01,1992,08,-18.00
149122,005,05,01,1992,09,-21.00
149123,005,05,01,1992,10,-17.00
149124,005,05,01,1992,11,-13.00
149125,005,05,01,1992,12,-8.00
