,DayofYear,Date,Month,Year,Time(Hrs),Dst Index
140257,001,01,01,1991,00,-27.00
140258,001,01,01,1991,01,-29.00
140259,001,01,01,1991,02,-28.00
140260,001,01,01,1991,03,-29.00
140261,001,01,01,1991,04,-32.00
140262,001,01,01,1991,05,-33.00
140263,001,01,01,1991,06,-34.00
140264,001,01,01,1991,07,-30.00
140265,001,01,01,1991,08,-25.00
140266,001,01,01,1991,09,-23.00
140267,001,01,01,1991,10,-23.00
140268,001,01,01,1991,11,-19.00
140269,001,01,01,1991,12,-19.00
140270,001,01,01,1991,13,-20.00
140271,001,01,01,1991,14,-20.00
140272,001,01,01,1991,15,-19.00
140273,001,01,01,1991,16,-17.00
140274,001,01,01,1991,17,-17.00
140275,001,01,01,1991,18,-18.00
140276,001,01,01,1991,19,-16.00
140277,001,01,01,1991,20,-11.00
140278,001,01,01,1991,21,-10.00
140279,001,01,01,1991,22,-7.00
140280,001,01,01,1991,23,-7.00
140281,002,02,01,1991,00,-4.00
140282,002,02,01,1991,01,-4.00
140283,002,02,01,1991,02,-10.00
140284,002,02,01,1991,03,-16.00
140285,002,02,01,1991,04,-14.00
140286,002,02,01,1991,05,-11.00
140287,002,02,01,1991,06,-15.00
140288,002,02,01,1991,07,-19.00
140289,002,02,01,1991,08,-16.00
140290,002,02,01,1991,09,-9.00
140291,002,02,01,1991,10,-8.00
140292,002,02,01,1991,11,-8.00
140293,002,02,01,1991,12,-8.00
140294,002,02,01,1991,13,-14.00
140295,002,02,01,1991,14,-16.00
140296,002,02,01,1991,15,-16.00
140297,002,02,01,1991,16,-19.00
140298,002,02,01,1991,17,-20.00
140299,002,02,01,1991,18,-19.00
140300,002,02,01,1991,19,-20.00
140301,002,02,01,1991,20,-20.00
140302,002,02,01,1991,21,-18.00
140303,002,02,01,1991,22,-15.00
140304,002,02,01,1991,23,-13.00
140305,003,03,01,1991,00,-15.00
140306,003,03,01,1991,01,-15.00
140307,003,03,01,1991,02,-15.00
140308,003,03,01,1991,03,-14.00
140309,003,03,01,1991,04,-13.00
140310,003,03,01,1991,05,-19.00
140311,003,03,01,1991,06,-19.00
140312,003,03,01,1991,07,-21.00
140313,003,03,01,1991,08,-26.00
140314,003,03,01,1991,09,-33.00
140315,003,03,01,1991,10,-39.00
140316,003,03,01,1991,11,-30.00
140317,003,03,01,1991,12,-22.00
140318,003,03,01,1991,13,-20.00
140319,003,03,01,1991,14,-16.00
140320,003,03,01,1991,15,-11.00
140321,003,03,01,1991,16,-9.00
140322,003,03,01,1991,17,-9.00
140323,003,03,01,1991,18,-9.00
140324,003,03,01,1991,19,-8.00
140325,003,03,01,1991,20,-8.00
140326,003,03,01,1991,21,-7.00
140327,003,03,01,1991,22,-6.00
140328,003,03,01,1991,23,-8.00
140329,004,04,01,1991,00,-6.00
140330,004,04,01,1991,01,-4.00
140331,004,04,01,1991,02,-2.00
140332,004,04,01,1991,03,-10.00
140333,004,04,01,1991,04,-17.00
140334,004,04,01,1991,05,-23.00
140335,004,04,01,1991,06,-18.00
140336,004,04,01,1991,07,-21.00
140337,004,04,01,1991,08,-19.00
140338,004,04,01,1991,09,-17.00
140339,004,04,01,1991,10,-17.00
140340,004,04,01,1991,11,-15.00
140341,004,04,01,1991,12,-12.00
140342,004,04,01,1991,13,-10.00
140343,004,04,01,1991,14,-8.00
140344,004,04,01,1991,15,-5.00
140345,004,04,01,1991,16,-7.00
140346,004,04,01,1991,17,-9.00
140347,004,04,01,1991,18,-9.00
140348,004,04,01,1991,19,-7.00
140349,004,04,01,1991,20,-6.00
140350,004,04,01,1991,21,-14.00
140351,004,04,01,1991,22,-14.00
140352,004,04,01,1991,23,-12.00
140353,005,05,01,1991,00,-8.00
140354,005,05,01,1991,01,0.00
140355,005,05,01,1991,02,3.00
140356,005,05,01,1991,03,5.00
140357,005,05,01,1991,04,0.00
140358,005,05,01,1991,05,1.00
140359,005,05,01,1991,06,1.00
140360,005,05,01,1991,07,1.00
140361,005,05,01,1991,08,3.00
140362,005,05,01,1991,09,-1.00
140363,005,05,01,1991,10,-5.00
140364,005,05,01,1991,11,-8.00
140365,005,05,01,1991,12,-4.00
140366,005,05,01,1991,13,-4.00
140367,005,05,01,1991,14,-2.00
140368,005,05,01,1991,15,1.00
140369,005,05,01,1991,16,3.00
140370,005,05,01,1991,17,3.00
140371,005,05,01,1991,18,4.00
140372,005,05,01,1991,19,1.00
140373,005,05,01,1991,20,-2.00
140374,005,05,01,1991,21,-3.00
140375,005,05,01,1991,22,-3.00
140376,005,05,01,1991,23,-3.00
140377,006,06,01,1991,00,-2.00
140378,006,06,01,1991,01,-1.00
140379,006,06,01,1991,02,0.00
140380,006,06,01,1991,03,0.00
140381,006,06,01,1991,04,2.00
140382,006,06,01,1991,05,3.00
140383,006,06,01,1991,06,3.00
140384,006,06,01,1991,07,3.00
140385,006,06,01,1991,08,2.00
140386,006,06,01,1991,09,0.00
140387,006,06,01,1991,10,-1.00
140388,006,06,01,1991,11,-1.00
140389,006,06,01,1991,12,-4.00
140390,006,06,01,1991,13,-4.00
140391,006,06,01,1991,14,-4.00
140392,006,06,01,1991,15,-3.00
140393,006,06,01,1991,16,-2.00
140394,006,06,01,1991,17,-2.00
140395,006,06,01,1991,18,-1.00
140396,006,06,01,1991,19,-2.00
140397,006,06,01,1991,20,-2.00
140398,006,06,01,1991,21,0.00
140399,006,06,01,1991,22,-1.00
140400,006,06,01,1991,23,-5.00
140401,007,07,01,1991,00,-4.00
140402,007,07,01,1991,01,-2.00
140403,007,07,01,1991,02,2.00
140404,007,07,01,1991,03,4.00
