,DayofYear,Date,Month,Year,Time(Hrs),Dst Index
28465,091,01,04,1978,00,-25.00
28466,091,01,04,1978,01,-26.00
28467,091,01,04,1978,02,-30.00
28468,091,01,04,1978,03,-30.00
28469,091,01,04,1978,04,-33.00
28470,091,01,04,1978,05,-38.00
28471,091,01,04,1978,06,-36.00
28472,091,01,04,1978,07,-27.00
28473,091,01,04,1978,08,-24.00
28474,091,01,04,1978,09,-26.00
28475,091,01,04,1978,10,-30.00
28476,091,01,04,1978,11,-28.00
28477,091,01,04,1978,12,-25.00
28478,091,01,04,1978,13,-25.00
28479,091,01,04,1978,14,-25.00
28480,091,01,04,1978,15,-26.00
28481,091,01,04,1978,16,-26.00
28482,091,01,04,1978,17,-27.00
28483,091,01,04,1978,18,-26.00
28484,091,01,04,1978,19,-27.00
28485,091,01,04,1978,20,-31.00
28486,091,01,04,1978,21,-31.00
28487,091,01,04,1978,22,-30.00
28488,091,01,04,1978,23,-30.00
28489,092,02,04,1978,00,-37.00
28490,092,02,04,1978,01,-38.00
28491,092,02,04,1978,02,-33.00
28492,092,02,04,1978,03,-30.00
28493,092,02,04,1978,04,-26.00
28494,092,02,04,1978,05,-21.00
28495,092,02,04,1978,06,-22.00
28496,092,02,04,1978,07,-22.00
28497,092,02,04,1978,08,-18.00
28498,092,02,04,1978,09,-18.00
28499,092,02,04,1978,10,-21.00
28500,092,02,04,1978,11,-20.00
28501,092,02,04,1978,12,-24.00
28502,092,02,04,1978,13,-23.00
28503,092,02,04,1978,14,-21.00
28504,092,02,04,1978,15,-22.00
28505,092,02,04,1978,16,-23.00
28506,092,02,04,1978,17,-27.00
28507,092,02,04,1978,18,-22.00
28508,092,02,04,1978,19,-20.00
28509,092,02,04,1978,20,-21.00
28510,092,02,04,1978,21,-21.00
28511,092,02,04,1978,22,-28.00
28512,092,02,04,1978,23,-17.00
28513,093,03,04,1978,00,-9.00
28514,093,03,04,1978,01,-10.00
28515,093,03,04,1978,02,-9.00
28516,093,03,04,1978,03,-7.00
28517,093,03,04,1978,04,-11.00
28518,093,03,04,1978,05,-29.00
28519,093,03,04,1978,06,-41.00
28520,093,03,04,1978,07,-37.00
28521,093,03,04,1978,08,-27.00
28522,093,03,04,1978,09,-38.00
28523,093,03,04,1978,10,-46.00
28524,093,03,04,1978,11,-45.00
28525,093,03,04,1978,12,-38.00
28526,093,03,04,1978,13,-35.00
28527,093,03,04,1978,14,-33.00
28528,093,03,04,1978,15,-28.00
28529,093,03,04,1978,16,-27.00
28530,093,03,04,1978,17,-31.00
28531,093,03,04,1978,18,-41.00
28532,093,03,04,1978,19,-61.00
28533,093,03,04,1978,20,-68.00
28534,093,03,04,1978,21,-75.00
28535,093,03,04,1978,22,-89.00
28536,093,03,04,1978,23,-88.00
28537,094,04,04,1978,00,-74.00
28538,094,04,04,1978,01,-80.00
28539,094,04,04,1978,02,-85.00
28540,094,04,04,1978,03,-80.00
28541,094,04,04,1978,04,-66.00
28542,094,04,04,1978,05,-66.00
28543,094,04,04,1978,06,-62.00
28544,094,04,04,1978,07,-45.00
28545,094,04,04,1978,08,-34.00
28546,094,04,04,1978,09,-26.00
28547,094,04,04,1978,10,-26.00
28548,094,04,04,1978,11,-29.00
28549,094,04,04,1978,12,-26.00
28550,094,04,04,1978,13,-27.00
28551,094,04,04,1978,14,-26.00
28552,094,04,04,1978,15,-27.00
28553,094,04,04,1978,16,-34.00
28554,094,04,04,1978,17,-57.00
28555,094,04,04,1978,18,-70.00
28556,094,04,04,1978,19,-86.00
28557,094,04,04,1978,20,-84.00
28558,094,04,04,1978,21,-82.00
28559,094,04,04,1978,22,-100.00
28560,094,04,04,1978,23,-96.00
28561,095,05,04,1978,00,-106.00
28562,095,05,04,1978,01,-109.00
28563,095,05,04,1978,02,-99.00
28564,095,05,04,1978,03,-92.00
28565,095,05,04,1978,04,-81.00
28566,095,05,04,1978,05,-76.00
28567,095,05,04,1978,06,-74.00
28568,095,05,04,1978,07,-71.00
28569,095,05,04,1978,08,-62.00
28570,095,05,04,1978,09,-51.00
28571,095,05,04,1978,10,-47.00
28572,095,05,04,1978,11,-47.00
28573,095,05,04,1978,12,-46.00
28574,095,05,04,1978,13,-45.00
28575,095,05,04,1978,14,-42.00
28576,095,05,04,1978,15,-42.00
28577,095,05,04,1978,16,-41.00
28578,095,05,04,1978,17,-39.00
28579,095,05,04,1978,18,-36.00
28580,095,05,04,1978,19,-38.00
28581,095,05,04,1978,20,-39.00
28582,095,05,04,1978,21,-42.00
28583,095,05,04,1978,22,-34.00
28584,095,05,04,1978,23,-30.00
28585,096,06,04,1978,00,-40.00
28586,096,06,04,1978,01,-48.00
28587,096,06,04,1978,02,-45.00
28588,096,06,04,1978,03,-37.00
28589,096,06,04,1978,04,-33.00
28590,096,06,04,1978,05,-32.00
28591,096,06,04,1978,06,-30.00
28592,096,06,04,1978,07,-33.00
28593,096,06,04,1978,08,-34.00
28594,096,06,04,1978,09,-34.00
28595,096,06,04,1978,10,-33.00
28596,096,06,04,1978,11,-28.00
28597,096,06,04,1978,12,-27.00
28598,096,06,04,1978,13,-29.00
28599,096,06,04,1978,14,-32.00
28600,096,06,04,1978,15,-33.00
28601,096,06,04,1978,16,-30.00
28602,096,06,04,1978,17,-27.00
28603,096,06,04,1978,18,-25.00
28604,096,06,04,1978,19,-25.00
28605,096,06,04,1978,20,-28.00
28606,096,06,04,1978,21,-31.00
28607,096,06,04,1978,22,-31.00
28608,096,06,04,1978,23,-32.00
28609,097,07,04,1978,00,-31.00
28610,097,07,04,1978,01,-27.00
28611,097,07,04,1978,02,-23.00
28612,097,07,04,1978,03,-20.00
28613,097,07,04,1978,04,-16.00
28614,097,07,04,1978,05,-16.00
28615,097,07,04,1978,06,-17.00
28616,097,07,04,1978,07,-18.00
28617,097,07,04,1978,08,-18.00
28618,097,07,04,1978,09,-18.00
28619,097,07,04,1978,10,-18.00
28620,097,07,04,1978,11,-19.00
28621,097,07,04,1978,12,-21.00
28622,097,07,04,1978,13,-20.00
28623,097,07,04,1978,14,-18.00
28624,097,07,04,1978,15,-19.00
28625,097,07,04,1978,16,-19.00
28626,097,07,04,1978,17,-17.00
28627,097,07,04,1978,18,-13.00
28628,097,07,04,1978,19,-12.00
28629,097,07,04,1978,20,-15.00
28630,097,07,04,1978,21,-16.00
28631,097,07,04,1978,22,-19.00
28632,097,07,04,1978,23,-19.00
28633,098,08,04,1978,00,-20.00
28634,098,08,04,1978,01,-19.00
28635,098,08,04,1978,02,-15.00
28636,098,08,04,1978,03,-10.00
28637,098,08,04,1978,04,-7.00
28638,098,08,04,1978,05,-8.00
28639,098,08,04,1978,06,-9.00
28640,098,08,04,1978,07,-6.00
28641,098,08,04,1978,08,-4.00
28642,098,08,04,1978,09,-7.00
28643,098,08,04,1978,10,-8.00
28644,098,08,04,1978,11,-6.00
28645,098,08,04,1978,12,-6.00
28646,098,08,04,1978,13,-7.00
28647,098,08,04,1978,14,-7.00
28648,098,08,04,1978,15,-6.00
28649,098,08,04,1978,16,-8.00
28650,098,08,04,1978,17,-10.00
28651,098,08,04,1978,18,-12.00
28652,098,08,04,1978,19,-12.00
28653,098,08,04,1978,20,-11.00
28654,098,08,04,1978,21,-10.00
28655,098,08,04,1978,22,-9.00
28656,098,08,04,1978,23,-8.00
28657,099,09,04,1978,00,-10.00
28658,099,09,04,1978,01,-9.00
28659,099,09,04,1978,02,-5.00
28660,099,09,04,1978,03,-1.00
28661,099,09,04,1978,04,1.00
28662,099,09,04,1978,05,-1.00
28663,099,09,04,1978,06,-5.00
28664,099,09,04,1978,07,-4.00
28665,099,09,04,1978,08,-6.00
28666,099,09,04,1978,09,-9.00
28667,099,09,04,1978,10,-7.00
28668,099,09,04,1978,11,-7.00
28669,099,09,04,1978,12,-10.00
28670,099,09,04,1978,13,-12.00
28671,099,09,04,1978,14,-9.00
28672,099,09,04,1978,15,-10.00
28673,099,09,04,1978,16,-9.00
28674,099,09,04,1978,17,-8.00
28675,099,09,04,1978,18,-9.00
28676,099,09,04,1978,19,-9.00
28677,099,09,04,1978,20,-9.00
28678,099,09,04,1978,21,-8.00
28679,099,09,04,1978,22,-5.00
28680,099,09,04,1978,23,-6.00
28681,100,10,04,1978,00,-9.00
28682,100,10,04,1978,01,-8.00
28683,100,10,04,1978,02,-7.00
28684,100,10,04,1978,03,-3.00
28685,100,10,04,1978,04,0.00
28686,100,10,04,1978,05,1.00
28687,100,10,04,1978,06,2.00
28688,100,10,04,1978,07,2.00
28689,100,10,04,1978,08,1.00
28690,100,10,04,1978,09,3.00
28691,100,10,04,1978,10,1.00
