,DayofYear,Date,Month,Year,Time(Hrs),Dst Index
186985,122,01,05,1996,00,2.00
186986,122,01,05,1996,01,6.00
186987,122,01,05,1996,02,4.00
186988,122,01,05,1996,03,-1.00
186989,122,01,05,1996,04,-5.00
186990,122,01,05,1996,05,-5.00
186991,122,01,05,1996,06,-9.00
186992,122,01,05,1996,07,-13.00
186993,122,01,05,1996,08,-12.00
186994,122,01,05,1996,09,-7.00
186995,122,01,05,1996,10,-3.00
186996,122,01,05,1996,11,0.00
186997,122,01,05,1996,12,0.00
186998,122,01,05,1996,13,-6.00
186999,122,01,05,1996,14,-9.00
187000,122,01,05,1996,15,-9.00
187001,122,01,05,1996,16,-9.00
187002,122,01,05,1996,17,-8.00
187003,122,01,05,1996,18,-8.00
187004,122,01,05,1996,19,-7.00
187005,122,01,05,1996,20,-3.00
187006,122,01,05,1996,21,2.00
187007,122,01,05,1996,22,3.00
187008,122,01,05,1996,23,4.00
187009,123,02,05,1996,00,4.00
187010,123,02,05,1996,01,4.00
187011,123,02,05,1996,02,9.00
187012,123,02,05,1996,03,11.00
187013,123,02,05,1996,04,10.00
187014,123,02,05,1996,05,9.00
187015,123,02,05,1996,06,8.00
187016,123,02,05,1996,07,7.00
187017,123,02,05,1996,08,2.00
187018,123,02,05,1996,09,-6.00
187019,123,02,05,1996,10,-7.00
187020,123,02,05,1996,11,-3.00
187021,123,02,05,1996,12,2.00
187022,123,02,05,1996,13,3.00
187023,123,02,05,1996,14,5.00
187024,123,02,05,1996,15,5.00
187025,123,02,05,1996,16,2.00
187026,123,02,05,1996,17,2.00
187027,123,02,05,1996,18,1.00
187028,123,02,05,1996,19,1.00
187029,123,02,05,1996,20,1.00
187030,123,02,05,1996,21,2.00
187031,123,02,05,1996,22,-1.00
187032,123,02,05,1996,23,-4.00
187033,124,03,05,1996,00,-2.00
187034,124,03,05,1996,01,3.00
187035,124,03,05,1996,02,6.00
187036,124,03,05,1996,03,2.00
187037,124,03,05,1996,04,-4.00
187038,124,03,05,1996,05,-3.00
187039,124,03,05,1996,06,1.00
187040,124,03,05,1996,07,1.00
187041,124,03,05,1996,08,0.00
187042,124,03,05,1996,09,2.00
187043,124,03,05,1996,10,6.00
187044,124,03,05,1996,11,10.00
187045,124,03,05,1996,12,13.00
187046,124,03,05,1996,13,10.00
187047,124,03,05,1996,14,1.00
187048,124,03,05,1996,15,-1.00
187049,124,03,05,1996,16,0.00
187050,124,03,05,1996,17,4.00
187051,124,03,05,1996,18,8.00
187052,124,03,05,1996,19,9.00
187053,124,03,05,1996,20,9.00
187054,124,03,05,1996,21,12.00
187055,124,03,05,1996,22,8.00
187056,124,03,05,1996,23,4.00
187057,125,04,05,1996,00,-3.00
187058,125,04,05,1996,01,-7.00
187059,125,04,05,1996,02,-9.00
187060,125,04,05,1996,03,-12.00
187061,125,04,05,1996,04,-10.00
187062,125,04,05,1996,05,-10.00
187063,125,04,05,1996,06,-5.00
187064,125,04,05,1996,07,-1.00
187065,125,04,05,1996,08,0.00
187066,125,04,05,1996,09,3.00
187067,125,04,05,1996,10,6.00
187068,125,04,05,1996,11,10.00
187069,125,04,05,1996,12,5.00
187070,125,04,05,1996,13,7.00
187071,125,04,05,1996,14,11.00
187072,125,04,05,1996,15,7.00
187073,125,04,05,1996,16,2.00
187074,125,04,05,1996,17,-5.00
187075,125,04,05,1996,18,-7.00
187076,125,04,05,1996,19,-8.00
187077,125,04,05,1996,20,-7.00
187078,125,04,05,1996,21,-8.00
187079,125,04,05,1996,22,-13.00
187080,125,04,05,1996,23,-16.00
187081,126,05,05,1996,00,-13.00
187082,126,05,05,1996,01,-14.00
187083,126,05,05,1996,02,-10.00
187084,126,05,05,1996,03,-10.00
187085,126,05,05,1996,04,-11.00
187086,126,05,05,1996,05,-8.00
187087,126,05,05,1996,06,-10.00
187088,126,05,05,1996,07,-11.00
187089,126,05,05,1996,08,-7.00
187090,126,05,05,1996,09,-5.00
187091,126,05,05,1996,10,-7.00
187092,126,05,05,1996,11,-9.00
187093,126,05,05,1996,12,-10.00
187094,126,05,05,1996,13,-8.00
187095,126,05,05,1996,14,-10.00
187096,126,05,05,1996,15,-9.00
187097,126,05,05,1996,16,-9.00
187098,126,05,05,1996,17,-10.00
187099,126,05,05,1996,18,-11.00
187100,126,05,05,1996,19,-11.00
187101,126,05,05,1996,20,-9.00
187102,126,05,05,1996,21,-8.00
187103,126,05,05,1996,22,-9.00
187104,126,05,05,1996,23,-12.00
187105,127,06,05,1996,00,-12.00
187106,127,06,05,1996,01,-10.00
187107,127,06,05,1996,02,-10.00
187108,127,06,05,1996,03,-10.00
187109,127,06,05,1996,04,-12.00
187110,127,06,05,1996,05,-14.00
187111,127,06,05,1996,06,-16.00
187112,127,06,05,1996,07,-15.00
187113,127,06,05,1996,08,-16.00
187114,127,06,05,1996,09,-12.00
187115,127,06,05,1996,10,-7.00
187116,127,06,05,1996,11,-5.00
187117,127,06,05,1996,12,-4.00
187118,127,06,05,1996,13,-5.00
187119,127,06,05,1996,14,-6.00
187120,127,06,05,1996,15,-4.00
187121,127,06,05,1996,16,-5.00
187122,127,06,05,1996,17,-5.00
187123,127,06,05,1996,18,-5.00
187124,127,06,05,1996,19,-2.00
187125,127,06,05,1996,20,1.00
187126,127,06,05,1996,21,7.00
187127,127,06,05,1996,22,8.00
187128,127,06,05,1996,23,9.00
187129,128,07,05,1996,00,8.00
187130,128,07,05,1996,01,4.00
187131,128,07,05,1996,02,8.00
187132,128,07,05,1996,03,9.00
187133,128,07,05,1996,04,8.00
187134,128,07,05,1996,05,7.00
187135,128,07,05,1996,06,9.00
187136,128,07,05,1996,07,11.00
187137,128,07,05,1996,08,11.00
187138,128,07,05,1996,09,9.00
187139,128,07,05,1996,10,8.00
187140,128,07,05,1996,11,2.00
187141,128,07,05,1996,12,1.00
187142,128,07,05,1996,13,2.00
187143,128,07,05,1996,14,2.00
187144,128,07,05,1996,15,3.00
187145,128,07,05,1996,16,5.00
187146,128,07,05,1996,17,5.00
187147,128,07,05,1996,18,5.00
187148,128,07,05,1996,19,6.00
187149,128,07,05,1996,20,4.00
187150,128,07,05,1996,21,-2.00
187151,128,07,05,1996,22,-3.00
187152,128,07,05,1996,23,-2.00
187153,129,08,05,1996,00,-2.00
187154,129,08,05,1996,01,-4.00
187155,129,08,05,1996,02,-10.00
187156,129,08,05,1996,03,-15.00
187157,129,08,05,1996,04,-19.00
187158,129,08,05,1996,05,-23.00
187159,129,08,05,1996,06,-19.00
187160,129,08,05,1996,07,-16.00
187161,129,08,05,1996,08,-13.00
187162,129,08,05,1996,09,-14.00
187163,129,08,05,1996,10,-12.00
187164,129,08,05,1996,11,-8.00
187165,129,08,05,1996,12,-4.00
187166,129,08,05,1996,13,-4.00
187167,129,08,05,1996,14,-3.00
187168,129,08,05,1996,15,-1.00
187169,129,08,05,1996,16,1.00
187170,129,08,05,1996,17,0.00
187171,129,08,05,1996,18,-2.00
187172,129,08,05,1996,19,-3.00
187173,129,08,05,1996,20,-1.00
187174,129,08,05,1996,21,-1.00
187175,129,08,05,1996,22,-2.00
187176,129,08,05,1996,23,-3.00
187177,130,09,05,1996,00,-2.00
187178,130,09,05,1996,01,1.00
187179,130,09,05,1996,02,0.00
187180,130,09,05,1996,03,-3.00
187181,130,09,05,1996,04,-3.00
187182,130,09,05,1996,05,-4.00
187183,130,09,05,1996,06,-2.00
187184,130,09,05,1996,07,0.00
187185,130,09,05,1996,08,3.00
187186,130,09,05,1996,09,3.00
187187,130,09,05,1996,10,5.00
187188,130,09,05,1996,11,7.00
187189,130,09,05,1996,12,6.00
187190,130,09,05,1996,13,2.00
187191,130,09,05,1996,14,-3.00
187192,130,09,05,1996,15,-3.00
187193,130,09,05,1996,16,0.00
187194,130,09,05,1996,17,2.00
187195,130,09,05,1996,18,1.00
187196,130,09,05,1996,19,3.00
187197,130,09,05,1996,20,2.00
187198,130,09,05,1996,21,0.00
187199,130,09,05,1996,22,-1.00
187200,130,09,05,1996,23,-6.00
187201,131,10,05,1996,00,-9.00
187202,131,10,05,1996,01,-10.00
187203,131,10,05,1996,02,-8.00
187204,131,10,05,1996,03,-8.00
187205,131,10,05,1996,04,-7.00
187206,131,10,05,1996,05,-6.00
187207,131,10,05,1996,06,-2.00
187208,131,10,05,1996,07,0.00
187209,131,10,05,1996,08,-1.00
187210,131,10,05,1996,09,-3.00
187211,131,10,05,1996,10,-6.00
187212,131,10,05,1996,11,-5.00
187213,131,10,05,1996,12,-6.00
187214,131,10,05,1996,13,-6.00
187215,131,10,05,1996,14,-6.00
187216,131,10,05,1996,15,-2.00
187217,131,10,05,1996,16,2.00
187218,131,10,05,1996,17,2.00
187219,131,10,05,1996,18,1.00
187220,131,10,05,1996,19,-1.00
187221,131,10,05,1996,20,-3.00
187222,131,10,05,1996,21,-2.00
187223,131,10,05,1996,22,-2.00
187224,131,10,05,1996,23,-4.00
187225,132,11,05,1996,00,-3.00
187226,132,11,05,1996,01,-1.00
187227,132,11,05,1996,02,1.00
187228,132,11,05,1996,03,-2.00
187229,132,11,05,1996,04,-7.00
187230,132,11,05,1996,05,-10.00
187231,132,11,05,1996,06,-8.00
187232,132,11,05,1996,07,-4.00
187233,132,11,05,1996,08,-2.00
187234,132,11,05,1996,09,-2.00
187235,132,11,05,1996,10,-1.00
187236,132,11,05,1996,11,0.00
187237,132,11,05,1996,12,-1.00
187238,132,11,05,1996,13,-4.00
187239,132,11,05,1996,14,-1.00
187240,132,11,05,1996,15,1.00
187241,132,11,05,1996,16,5.00
187242,132,11,05,1996,17,9.00
187243,132,11,05,1996,18,11.00
187244,132,11,05,1996,19,10.00
187245,132,11,05,1996,20,9.00
187246,132,11,05,1996,21,9.00
187247,132,11,05,1996,22,9.00
187248,132,11,05,1996,23,6.00
187249,133,12,05,1996,00,7.00
187250,133,12,05,1996,01,6.00
187251,133,12,05,1996,02,5.00
187252,133,12,05,1996,03,3.00
187253,133,12,05,1996,04,3.00
187254,133,12,05,1996,05,2.00
187255,133,12,05,1996,06,2.00
187256,133,12,05,1996,07,4.00
187257,133,12,05,1996,08,2.00
187258,133,12,05,1996,09,2.00
187259,133,12,05,1996,10,2.00
187260,133,12,05,1996,11,2.00
187261,133,12,05,1996,12,0.00
187262,133,12,05,1996,13,1.00
187263,133,12,05,1996,14,3.00
187264,133,12,05,1996,15,7.00
187265,133,12,05,1996,16,12.00
187266,133,12,05,1996,17,11.00
187267,133,12,05,1996,18,11.00
187268,133,12,05,1996,19,12.00
187269,133,12,05,1996,20,10.00
187270,133,12,05,1996,21,6.00
187271,133,12,05,1996,22,4.00
187272,133,12,05,1996,23,6.00
187273,134,13,05,1996,00,9.00
187274,134,13,05,1996,01,3.00
